description,price,rooms,area,location,floor
SİNCAN OSMANLI MAH 3.ARAKAT ÖN CEPHE SITE İÇİNDE MASRAFSIZ DAİRE,2.229.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Osmanlı Mh.,layers3. Kat
TOPRAK EMLAKTAN ANK KEÇİÖREN ÇALDIRAN MAH DE 3+1 120 M2 DAIRE,1.840.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Çaldıran Mh.,layers3. Kat
 NASİP EMLAK'TAN SATILIK 3+1 ÇİFT BALKONLU FULL YAPILI DAİRE,2.250.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Yunus Emre Mh.,layers3. Kat
 NASİP EMLAK SATILIK 4+1 SİTE İÇERSİNDE TERAS BALKONLU KAPALI GAR...,3.250.000 TL,weekend4+1,texture195 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers1. Kat
 ÇAĞLAYAN'DA MERKEZİ KONUMLU BAHÇELİ 3+1 YATIRIMLIK DAİRE!,1.345.000 TL,weekend3+1,texture125 m2,Ankara - Mamak - Çağlayan Mh.,layersKot 1 (-1). Kat
SİNCAN MARAŞALÇAKMAK MAH 2.ARAKAT ÖN CEPHE SALON BAGIMSIZ DAİRE,1.999.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layers2. Kat
312 | YUVAMPARK SİTESİNDE SATILIK SIFIR 4+1 DAİRE,8.100.000 TL,weekend4+1,texture210 m2,Ankara - Çankaya - Konutkent Mh.,layers2. Kat
312 | TEONA ÜMİTKÖY 'DE SATILIK 4+1 GÜNEY CEPHE DAİRE,13.500.000 TL,weekend4+1,texture210 m2,Ankara - Çankaya - Ümit Mh.,layers23. Kat
 SERDAR EMLAK TAN 3 + 1 2. KAT GÜNEY DOĞU CEPHE GENİŞ MASRAFSIZ S...,1.750.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Tevfik İleri Mh.,layers2. Kat
 TIP FAKÜLTESİ CADDE ÜZERİ ASANSÖRLÜ FULL YAPILI DAİRE ,3.500.000 TL,weekend3+1,texture150 m2,Ankara - Mamak - Balkiraz Mh.,layers3. Kat
 CİHANDAN BARIŞTEPE MAH CADDE ÜZERİNDE 3+1 GENİŞ DAİRE,3.650.000 TL,weekend3+1,texture145 m2,Ankara - Yenimahalle - Barıştepe Mh.,layers3. Kat
 TEPEBAŞI FOÇA SOK.'DA KATTA 3+1 MASRAFSIZ YATIRIMA UYGUN KAÇMAZ,1.879.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Tepebaşı Mh.,layers3. Kat
 MESKEN'DEN 23 NİSAN MAH Y.GİRİŞ 3+1 MASRAFSIZ FIRSATT DAİREE ACİ...,1.535.000 TL,weekend3+1,texture110 m2,Ankara - Keçiören - 23 Nisan Mh.,layersYüksek giriş
SİNCAN ATATÜRK MAH 13 YILLIK 135M2 GENİŞ MASRAFSIZ SATILIK DAİRE,2.490.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Atatürk Mh.,layers3. Kat
 ROTA GAYRİMENKUL'DEN ŞEHİTLİK MAHALLESİ 4+1 SATILIK FIRSAT DAİRE,3.100.000 TL,weekend4+1,texture200 m2,Ankara - Polatlı - Şehitlik Mh.,layers10. Kat
YENİMAHALLE ERGAZİ MAHALLESİ ÇİFT BLOKLU SİTEDE 1+1 SATILIK REZİD...,2.225.000 TL,weekend1+1,texture55 m2,Ankara - Yenimahalle - Ergazi Mh.,layers11. Kat
 EFSANE'DEN KUŞCAĞIZDA YAPILI  SATILIK DAİRE,2.289.000 TL,weekend3+1,texture140 m2,Ankara - Keçiören - Kuşcağız Mh.,layers3. Kat
 MEHTAP'TA OKULLAR CADDESİ ÜZERİNDE 3+1 YÜKSEK GİRİŞ MASRAFSIZ SA...,1.650.000 TL,weekend3+1,texture105 m2,Ankara - Mamak - Mehtap Mh.,layers3. Kat
 SYM GAYRİMENKUL'DEN  MAREŞAL ÇAKMAK MAH. ARA KATTA LÜX YAPILI 3+...,2.249.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layers2. Kat
 AKTAŞ TOKİDE YATIRIMLIK SATILIK 3+1 DAİRE,2.250.000 TL,weekend3+1,texture120 m2,Ankara - Altındağ - Gültepe Mh.,layers5. Kat
 İnönü Velux Yakını Lüx Yapılı 3+1 Daire,3.900.000 TL,weekend3+1,texture120 m2,Ankara - Yenimahalle - İnönü Mh.,layers3. Kat
 EFSANE'DEN KUŞCAĞIZ'DA FIRSAT DAİRESİ,1.990.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Kuşcağız Mh.,layers2. Kat
 (750) ÇAVDEMDEN KUŞÇAĞIZDA KAT KONUMUNDA ALTINDA DAİRE OLAN FIRS...,1.349.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Kuşcağız Mh.,layersKot 2 (-2). Kat
⫷CERENÜNLÜ⫸EGE MAH SİTEDE ULTRALÜX 3+1 SATILIK DAİRE,4.270.000 TL,weekend3+1,texture155 m2,Ankara - Mamak - Ege Mh.,layers2. Kat
 (749) ÇAVDEMDEN KÖŞK MAHALLESİNDE UYGUN FİYATA YAPILI 2+1 BOŞ DA...,1.050.000 TL,weekend2+1,texture90 m2,Ankara - Keçiören - Köşk Mh.,layersKot 1 (-1). Kat
 RELAX'TAN G.T.S. CAD. ÜZERİ BAĞIMSIZ 3+1 ANKARA MANZARALI FIRSAT,2.890.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Aşağı Eğlence Mh.,layers3. Kat
YENİMAHALLE YENİBATI BATI YILDIZI KONUTLARINDA 4+1 FULL DONATILI ...,5.750.000 TL,weekend4+1,texture190 m2,Ankara - Yenimahalle - Yeni Batı Mh.,layers8. Kat
 RELAX'TAN Y.AYVALI'DA HER BÜTÇEYE UYGUN SIFIR DAİRELER SİZLERLE!,3.099.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Ayvalı Mh.,layers1. Kat
TERAS 4+2 DAİRE,6.500.000 TL,weekend4+2,texture300 m2,Ankara - Mamak - Fahri Korutürk Mh.,layers14. Kat
SİNCAN ATATÜRK MH2+1 ÖNCEPHE YAPILI EŞYALI MERKEZİ KONUMLU DAİRE,1.499.000 TL,weekend2+1,texture110 m2,Ankara - Sincan - Atatürk Mh.,layersBahçe katı
 TÖREKENETTE SİTE İÇİ SATILIK ARAKAT 3+1 FIRSAT DAİRESİ,2.799.000 TL,weekend3+1,texture155 m2,Ankara - Sincan - Törekent Mh.,layers8. Kat
 AYVALI SEVAL CADDESİ PARALELİNDE ARA KATTA MERKEZİ KONUMDA SATIL...,2.299.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Ayvalı Mh.,layers1. Kat
ACİL SATILIK 3 +1 CADDE CEPHELİ ARAKAT DAİRE ,1.690.000 TL,weekend3+1,texture120 m2,Ankara - Sincan - Malazgirt Mh.,layers1. Kat
PEKTAŞLAR'DAN BEYAZ SEVENLERE ÖZEL !!! ARA KAT SIFIR 3+1 LÜX DAİR...,3.150.000 TL,weekend3+1,texture150 m2,Ankara - Sincan - Menderes Mh.,layers4. Kat
 KEÇİÖREN KARAKAYADA KATTA PARK KARŞISI ULTRA LÜX SIFIR 3+1 DAİRE,2.550.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Karakaya Mh.,layers1. Kat
 AHİ EVRAN MH.DE 3+1 110M2BAĞIMSIZ ÖN CEPHE YAPILI ULAŞIMA DAİRE,1.295.000 TL,weekend3+1,texture115 m2,Ankara - Sincan - Ahi Evran Mh.,layersBahçe katı
 MEHMET ÖZDEMİR'DEN MUSTAFA KEMAL MAH. BALKONLU GENİŞ 2+1 SÜPER İ...,1.650.000 TL,weekend2+1,texture130 m2,Ankara - Sincan - Mustafa Kemal Mh.,layersYüksek giriş
 EŞSİZ ŞEHİR MANZARALI ÇİFT MUTFAK & 3 BANYOLU 250m² 4+1 DUBLEKS,4.899.000 TL,weekend4+1,texture250 m2,Ankara - Keçiören - Sancaktepe Mh.,layers4. Kat
 MEHMET ÖZDEMİR'DEN MUSTAFA KEMAL MAH. 3+1 EBEVEYN BANYOLU ÇİFT B...,2.299.000 TL,weekend3+1,texture145 m2,Ankara - Sincan - Mustafa Kemal Mh.,layers4. Kat
 KEÇİÖREN AYVALI' DA SATILIK 3+1 DUBLEKS DAİRE,2.550.000 TL,weekend3+1,texture145 m2,Ankara - Keçiören - Ayvalı Mh.,layersÇatı Dubleks
 SİNCAN SELÇUKLU MH. KAT KONUMLU 3+1 GENİŞ YAPILI YÜKSEK GİRİŞ BU...,1.249.000 TL,weekend3+1,texture130 m2,Ankara - Sincan - Selçuklu Mh.,layersYüksek giriş
 *EMLAK KÜPÜ* ETİMESGUT YEŞİLOVA MAH'DE ARA KATTA SİTE İÇİNDE ASA...,2.750.000 TL,weekend2+1,texture95 m2,Ankara - Etimesgut - Yeşilova Mh.,layers2. Kat
 *EMLAK KÜPÜ* ETİMESGUT AHİ MESUT MAH'DE ARA KATTA KAPALI HAVUZA ...,4.550.000 TL,weekend4+1,texture200 m2,Ankara - Etimesgut - Ahi Mesut Mh.,layers3. Kat
 DİKİMEVİ CEBECİ'DE METROYA ÇOK YAKIN KISMEN YAPILI 3+1 100M2 SAT...,1.650.000 TL,weekend3+1,texture100 m2,Ankara - Çankaya - Cebeci Mh.,layers1. Kat
 MUTLU MAH. MUTLU CADDESİNE YAKIN FUL YAPILI 2+1 SATILIK DAİRE...,1.299.999 TL,weekend2+1,texture100 m2,Ankara - Mamak - Mutlu Mh.,layersKot 2 (-2). Kat
 ETLİK SANCAKTEPE GÖBEKTE 3.KAT KONUMUNDA ASANSÖRLÜ MASRAFSIZ 3+1,1.749.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Sancaktepe Mh.,layersKot 1 (-1). Kat
 ATAPARK GÖBEK'DE EŞYALI SATILIK 20BİN KİRACILI YATIRIM FIRSATI!,1.449.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Atapark Mh.,layersKot 2 (-2). Kat
 ÜNSAL'DAN | TOPÇU MAH.'DE | 3.KAT 2+1 | ISI YALITIMLI | İSKANLI,1.575.000 TL,weekend2+1,texture100 m2,Ankara - Etimesgut - Topçu Mh.,layers3. Kat
 GÜNEŞEVLERDE MÜTEAHHİTTEN ÇİFT ASANSÖRLÜ SİTE DAİRELERİ (YAN YAN...,5.350.000 TL,weekend3+1,texture159 m2,Ankara - Altındağ - Güneşevler Mh.,layers6. Kat
 KOMİSYONSUZ ÜRETİCİDEN 2ASANSÖRLÜ SİTE DAİRELERİ KOMBİLİ EMSALSİ...,4.000.000 TL,weekend3+1,texture160 m2,Ankara - Altındağ - Güneşevler Mh.,layers1. Kat
 ÜMİTKÖY ÇAMLICA VADİ SİTESİNDE SÜPER KONUMDA 3+1 SATILIK DAİRE,5.200.000 TL,weekend3+1,texture150 m2,Ankara - Çankaya - Ümit Mh.,layers4. Kat
 *** DİKMEN CADDESİ MANZARA EVLERİ MUHTEŞEM DUBLEKS ***,10.865.000 TL,weekend5+2,texture330 m2,Ankara - Çankaya - Osman Temiz Mh.,layers9. Kat
 SEVİLAY EMLAK'TAN OVACIK SİTE İÇERİSİNDE AKILLI BİNA3+1 + KİLER ...,4.500.000 TL,weekend3+1,texture200 m2,Ankara - Keçiören - Ovacık Mh.,layers13. Kat
 MESKEN'DEN MECİDİYE MERKEZDE 2+1 MASRAFSIZ KAÇIRILMAZ FIRSAT DAİ...,1.369.000 TL,weekend2+1,texture110 m2,Ankara - Keçiören - Şefkat Mh.,layersKot 1 (-1). Kat
 *** ÖVEÇLERDE 5+1 YAPILI MUHTEŞEM DUBLEKS ****,4.250.000 TL,weekend5+1,texture250 m2,Ankara - Çankaya - Öveçler Mh.,layers3. Kat
 *EMLAK KÜPÜ* ETİMESGUT BAĞLICA MAH'DE 4+1 175m² ARA KATTA FULL Y...,6.290.000 TL,weekend4+1,texture190 m2,Ankara - Etimesgut - Bağlıca Mh.,layers3. Kat
 KUZEY EMLAK'TAN PURSAKLAR MERKEZDE CADDE CEPHELİ ORTA KAT DAİRE,2.150.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Merkez Mh.,layers2. Kat
GENERAL ZEKİ DOĞAN MAH 3+1 110 M2 ARA KATTA YAPILI SATILIK DAİRE ...,1.500.000 TL,weekend3+1,texture110 m2,Ankara - Mamak - General Zeki Doğan Mh.,layers1. Kat
 Aşağı Eğlence Mestan Sokakta Manzaralı Yapılı 3+1,3.550.000 TL,weekend3+1,texture125 m2,Ankara - Keçiören - Aşağı Eğlence Mh.,layers4. Kat
 ÜNSAL'DAN | AYYILDIZ'DA | SÜPER DAİRE | 4.KAT 3+1 165M2 | ÇİFT B...,4.075.000 TL,weekend3+1,texture145 m2,Ankara - Etimesgut - Ayyıldız Mh.,layers4. Kat
 KUZEY'DEN YAŞAMINIZA TARZ KATACAK PROJE'DE 4+1 SATILIK DAİRE,3.990.000 TL,weekend4+1,texture185 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers1. Kat
 MEHMET ÖZDEMİR'DEN FEVZİ ÇAKMAK MAH. 3+1 FULL YAPILI ANKASTRELİ ...,2.640.000 TL,weekend3+1,texture135 m2,Ankara - Sincan - Mustafa Kemal Mh.,layers1. Kat
 ÖNÜNDE YANINDA ESKİ BİNA PARK DİYE ÖNÜ KAPANACAK BİNALARLA YANIL...,3.790.000 TL,weekend3+1,texture160 m2,Ankara - Altındağ - Güneşevler Mh.,layers3. Kat
 MEHTAP MAHALLESİNDE BAĞIMSIZ SALON SATILIK DAİRE ankara manzaral...,1.300.000 TL,weekend3+1,texture110 m2,Ankara - Mamak - Mehtap Mh.,layers2. Kat
 ÇARŞI'DAN OVACIK'DA SİTE'DE 4+1 EBEVEYN BANYOLU YÜKSEK KAT FUL Y...,4.850.000 TL,weekend4+1,texture200 m2,Ankara - Keçiören - Ovacık Mh.,layers13. Kat
 KARİYER'DEN SANCAKTEPE'DE 1.KAT YENİ BİNA ASANSÖRLÜ 3+1 DAİRE!!!,2.280.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Sancaktepe Mh.,layers1. Kat
 İNCİRLİ KİLYOS SK'TA 2+1 ISI YALITIMLI YERDEN YÜKSEK ÇİFT BALKON,1.275.000 TL,weekend2+1,texture105 m2,Ankara - Keçiören - 19 Mayıs Mh.,layersKot 3 (-3). Kat
 KUŞCAĞIZ'DA CADDE ÜZERİ BAĞIMSIZ ARA KATTA FULL YAPILI 3+1 DAİRE...,1.890.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Kuşcağız Mh.,layers2. Kat
 ESERTEPE CADDE ÜZERİ ÖN CEPHE 120m2 UYGUN FİYATLI LÜX TASARIMLI ...,1.885.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Esertepe Mh.,layersDüz Giriş (Zemin)
RW UĞURLU'DAN ÜMİTKÖY MERKEZ'DE BAHAR SİTESİ'NDE SATILIK 3+1,5.700.000 TL,weekend3+1,texture145 m2,Ankara - Çankaya - Ümit Mh.,layers1. Kat
 REFİK SAYDAM CAD. YAKINI MERKEZİ KONUM 3+1 FULL YAPILI BALKONLU,1.349.000 TL,weekend3+1,texture110 m2,Ankara - Keçiören - İncirli Mh.,layersKot 1 (-1). Kat
CB PREMIUM'DAN ÖVEÇLER LİZBON CADDESİ PARALELİ SATILIK 3+1 DAİRE,4.750.000 TL,weekend3+1,texture142 m2,Ankara - Çankaya - Aşağı Öveçler Mh.,layers3. Kat
"CB PREMIUM'DAN MASRAFSIZ,KİLERLİ SATILIK LÜX 3,5+1 DAİRE",4.790.000 TL,weekend3.5+1,texture185 m2,Ankara - Yenimahalle - Turgut Özal Mh.,layers8. Kat
 ATALAY EMLAKTAN CADDE YAKINI MASRAFSIZ DAİRE,1.580.000 TL,weekend2+1,texture105 m2,Ankara - Keçiören - Esertepe Mh.,layersKot 2 (-2). Kat
 KEÇİÖREN YAYLA MAHALLESİNDE CADDE ÜZERİ 2+1 DAİRE,1.580.000 TL,weekend2+1,texture105 m2,Ankara - Keçiören - Yayla Mh.,layersKot 2 (-2). Kat
 YOK BU FİYATA BÖYLE BİR DAİRE! KANUNİ MAHALLESİNDE 5+1 KUPON DAİ...,1.599.000 TL,weekend5+1,texture230 m2,Ankara - Keçiören - Kanuni Mh.,layersYüksek giriş
ÇANKAYA ALACAATLI PARK CADDESİ 240M2 4+1 KAT'TA TEK AKILLI EŞSİZ ...,14.500.000 TL,weekend4+1,texture255 m2,Ankara - Çankaya - Alacaatlı Mh.,layers4. Kat
OSMANLI İŞ MERKEZİ YANI GÜNEY CEPHE YATIRIMA UYGUN 3+1 DAİRE,2.000.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Aşağı Eğlence Mh.,layers3. Kat
UFUKTEPE BAŞKENT CADDESİNDE YENİ BİNADA KİLERLİ FULL YAPILI 3+1 G...,2.889.000 TL,weekend3+1,texture150 m2,Ankara - Keçiören - Kanuni Mh.,layers2. Kat
acil satılık kelepir daire ,1.350.000 TL,weekend3+1,texture115 m2,Ankara - Keçiören - Bağlarbaşı Mh.,layers2. Kat
BAHÇELİ 1.CADDE ÜZERİNDE  2+1 GİRİŞ ÖN,2.650.000 TL,weekend2+1,texture70 m2,Ankara - Çankaya - Yukarı Bahçelievler Mh.,layersYüksek giriş
"SATILIK, ATAKULEYE 300 METRE UZAKLIKTA, 2+1, TAKAS OLUR",1.920.000 TL,weekend2+1,texture85 m2,Ankara - Çankaya - Yıldızevler Mh.,layersDüz Giriş (Zemin)
"SATILIK, AYRANCI AHMET MİTHAT EFENDİ SOKAKTA BAHÇE KATI 2+1",1.940.000 TL,weekend2+1,texture100 m2,Ankara - Çankaya - Güzeltepe Mh.,layersBahçe katı
SİNCAN İSTASYON'DA ARA KAT ÖN CEPHE 3+1 SATILIK DAİRE,1.355.000 TL,weekend3+1,texture115 m2,Ankara - Sincan - İstasyon Mh.,layers1. Kat
RELAX'TAN AYVALI CADDESİNDE KAT KONUMUNDA 2+1 FULL YAPILI FIRSAT,1.699.000 TL,weekend2+1,texture105 m2,Ankara - Keçiören - Etlik Mh.,layersKot 1 (-1). Kat
UYGUN EMLAK'TAN FATİH  MAHALLESİNDE 1. KAT 3+1 FULL YAPILI,2.390.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Merkez Mh.,layers2. Kat
UYGUN EMLAK'TAN MERKEZ'DE ASANSÖRLÜ 3+1 1.KAT 3+1 120 M²,2.785.000 TL,weekend3+1,texture130 m2,Ankara - Pursaklar - Merkez Mh.,layers2. Kat
"MESA İKİZLER SİT,UĞURMUMCUCAD,MİGROSA50MT,4.KAT,3+1,7/24GÜVENLİK",4.475.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Büyükesat Mh.,layers4. Kat
GÖLBAŞI BAHÇELİEVLER'DE MERKEZİ KONUMDA 3+1 SATILIK DAİRE,5.900.000 TL,weekend3+1,texture140 m2,Ankara - Gölbaşı - Seğmenler Mh.,layers2. Kat
 SATILIK 3+1 SÜPER LÜKS ANKARA MANZARALI 5.KAT YÜKSEKLİĞİNDE YÜKS...,3.690.000 TL,weekend3+1,texture150 m2,Ankara - Keçiören - Sancaktepe Mh.,layersYüksek giriş
KEÇİÖRENDE BOTANİK PARK MANZARALI FULL YAPILI MASRAFSIZ 3+1,2.669.000 TL,weekend3+1,texture145 m2,Ankara - Keçiören - Karakaya Mh.,layers3. Kat
MAMAK ÇAĞLAYAN MAH'DE ARA KAT GENİŞ KULLANIMLI 3+1 DAİRE,1.950.000 TL,weekend3+1,texture110 m2,Ankara - Mamak - Çağlayan Mh.,layers2. Kat
MAMAK AKŞEMSETTİN MH FULL MANZARALI GENİŞ TERAS+2 BALKON 3+1,2.385.000 TL,weekend3+1,texture175 m2,Ankara - Mamak - Akşemsettin Mh.,layers5. Kat
 RÜYA EMLAKTAN OSMANGAZİ MH KATTA BAĞIMSIZ 3+1 DAİRE ,2.150.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Osmangazi Mh.,layers2. Kat
 RÜYA  EMLAK CALDIRAN MAH CADDEYE YAKINN KATTA 3+1 DAİRE,1.780.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Çaldıran Mh.,layers3. Kat
 RÜYA EMLAKTAN KANUNİ MH ASANSÖRLÜ KATTA 3+1 DAİRE ,2.400.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Kanuni Mh.,layers4. Kat
ÇANKAYA KIRKKONAKLAR'DA Studio Plus Evleri SATILIK 1+1,2.600.000 TL,weekend1+1,texture70 m2,Ankara - Çankaya - Kırkkonaklar Mh.,layersYüksek giriş
KIRKKONAKLAR ÇAĞDAŞ YAKINI BAHÇE KATI BAHÇE ÇIKIŞLI SATILIK 3+1,2.570.000 TL,weekend3+1,texture125 m2,Ankara - Çankaya - Kırkkonaklar Mh.,layersBahçe katı
VURAL EMLAKTAN ARA KATTA 2+1 İSKANLI YILIN SON FIRSATI 125m2,1.729.000 TL,weekend2+1,texture125 m2,Ankara - Sincan - Menderes Mh.,layers1. Kat
BAHÇELİEVLERDE TAM KAT EKSİKLİ BİNADA 3+1 BALKONLU ÜÇ CEPHELİ BOŞ...,2.800.000 TL,weekend3+1,texture130 m2,Ankara - Çankaya - Bahçelievler Mh.,layersBahçe katı
" GOP BİLLUR SOKAKTA FUL YAPILI , KULLANIŞLI, ŞIK FIRSAT DAİRE",2.150.000 TL,weekend2+1,texture95 m2,Ankara - Çankaya - Murat Mh.,layersKot 3 (-3). Kat
ANKARA PURSAKLAR SARAY CUMHURİYET MAHALLESİ SATILIK DAİRE VARDIR ...,3.700.000 TL,weekend4+1,texture250 m2,Ankara - Pursaklar - Saray Cumhuriyet Mh.,layers1. Kat
Ankara Pursaklar tebbesum parkın orda 1.800.000&3.200.000🏢,1.800.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Fatih Mh.,layers1. Kat
ETİMESGUT TOPCU MH.2+1 KATTA SATİLİK DAİRE,1.570.000 TL,weekend2+1,texture105 m2,Ankara - Etimesgut - Topçu Mh.,layers3. Kat
 KEÇİÖRENDE 8+2 4+1 ALTI 4+1 ÜSTÜ ÇİFT GİRİŞLİ İSKANLI DUBLEKS,3.990.000 TL,weekend8+2,texture300 m2,Ankara - Keçiören - Karakaya Mh.,layersÇatı Dubleks
MOGAN GÖLÜNE YAKIN 3+1 KİLER + EBEVEYN BANYOLU GENİŞ DAİRE,2.500.000 TL,weekend3+1,texture140 m2,Ankara - Gölbaşı - Gaziosmanpaşa Mh.,layersYüksek giriş
1.KATTA SATILIK NORMAL AYRI MUTFAKLI 2+1 NET 80 M2 DAİRE,3.150.000 TL,weekend2+1,texture94 m2,Ankara - Gölbaşı - İncek Mh.,layers1. Kat
"SATILIK,ZİRVEKENT,MANOLYA'DA 3+1,PEYZAJ MANZARALI DAİRE",9.500.000 TL,weekend3+1,texture180 m2,Ankara - Çankaya - Birlik Mh.,layersYüksek giriş
 ŞOK ŞOK ŞOK!! ESERTEPE'DE MUHTEŞEM TASARIMIYLA 3+1 FIRSAT DAİRE,1.839.000 TL,weekend3+1,texture135 m2,Ankara - Keçiören - Esertepe Mh.,layersYüksek giriş
TURYAP'TAN AKPINAR MH. DOĞA VE ŞEHİR MANZARALI TERAS KAT STLK,3.075.000 TL,weekend2+1,texture175 m2,Ankara - Çankaya - Akpınar Mh.,layersÇatı katı
İSTASYON MAHALLESİNDE FULL YAPILI ASANSÖRLÜ DUBLEX META GM DE,2.990.000 TL,weekend3+1,texture140 m2,Ankara - Etimesgut - İstasyon Mh.,layers3. Kat
UFUK'TAN SANATORYUM CD ÜZERİ BAĞIMSIZ BALKONLU LÜX YAPILI 3+1,1.879.000 TL,weekend3+1,texture120 m2,Ankara - Keçiören - Tepebaşı Mh.,layersDüz Giriş (Zemin)
 ETLİK ŞEHİR HASTANESİ YAKINI 7/24 GÜVENLİKLİ SİTE İÇERİSİNDE 3+1,2.625.000 TL,weekend3+1,texture135 m2,Ankara - Yenimahalle - Pamuklar Mh.,layers13. Kat
Erpa dan Cebeci metro yakını,3.250.000 TL,weekend3+1,texture110 m2,Ankara - Çankaya - Ertuğrulgazi Mh.,layers3. Kat
 MAMAKTA CADDE ÜZERİNDE SIFIR FULL YAPILI SATILIK 2.5+1 DAİRE,2.850.000 TL,weekend2.5+1,texture110 m2,Ankara - Mamak - Akşemsettin Mh.,layers1. Kat
GÖZ KAMAŞTIRAN TASARIMIYLA ANA CADDEYE YÜRÜME MESAFESİNDE,2.839.000 TL,weekend3+1,texture145 m2,Ankara - Keçiören - Karakaya Mh.,layers1. Kat
 CADDE ÜZE4RİNDE SIFIR FULL YAPILI SATILIK 3+1 DAİRE,3.950.000 TL,weekend3+1,texture110 m2,Ankara - Mamak - Akşemsettin Mh.,layers3. Kat
 KEÇİÖREN 19 MAYIS MH'DE YUNUSEMRE CD.YAKINI KAT KONUMUNDA 3+1 DA...,1.549.000 TL,weekend3+1,texture110 m2,Ankara - Keçiören - 19 Mayıs Mh.,layersYüksek giriş
 IŞIL EMLAKTAN TEZKONAK SITESINDE 3+1 SATILIK DAIRE,2.580.000 TL,weekend3+1,texture117 m2,Ankara - Etimesgut - Güzelkent Mh.,layers2. Kat
 KUŞCAĞIZ MAH CAD YEAKINI 3+1 1. KAT KREDİYE UYGUN FIRSAT DAİRESİ...,1.449.000 TL,weekend3+1,texture130 m2,Ankara - Keçiören - Kuşcağız Mh.,layers1. Kat
 IŞIL EMLAKTAN ERYAMAN MAVİÇAM SİTESİNDE YAPILI 3+1 SATILIK DAİRE,2.650.000 TL,weekend3+1,texture130 m2,Ankara - Etimesgut - Tunahan Mh.,layersYüksek giriş
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN MERKEZDE ASANSÖRLÜ PROTOKOL YO...,2.590.000 TL,weekend3+1,texture125 m2,Ankara - Pursaklar - Merkez Mh.,layers2. Kat
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN ASANSÖRLÜ 4.KAT 3+1 SİTE İÇİND...,2.790.000 TL,weekend3+1,texture145 m2,Ankara - Pursaklar - Mimar Sinan Mh.,layers4. Kat
 GAMZE EMLAK'TAN AKŞEMSETTİN'DE 3+1 MASRAFSIZ MERKEZİ KONUMA YAKI...,1.619.000 TL,weekend3+1,texture115 m2,Ankara - Sincan - Akşemsettin Mh.,layersYüksek giriş
 TANER'DEN ÖVEÇLER 4.CADDE YANI 3+1+KİLER EBEVEYN BANYOLU SÜPER L...,3.650.000 TL,weekend3+1,texture120 m2,Ankara - Çankaya - Aşağı Öveçler Mh.,layers3. Kat
 SR EMLAK'TAN ETİMESGUT OĞUZLAR MAH'DE 3+1 120m² ARA KATTA ÖN CEP...,2.470.000 TL,weekend3+1,texture125 m2,Ankara - Etimesgut - Oğuzlar Mh.,layers4. Kat
 ES-AS'TAN TANDOĞAN MAHALLESİNDE 3+1 HARİKA KONUMDA SATILIK DAİRE,1.450.000 TL,weekend3+1,texture128 m2,Ankara - Sincan - Tandoğan Mh.,layers2. Kat
 SR EMLAK'TAN SİNCAN MAREŞAL ÇAKMAK MAH'DE 2+1 100m² BAĞIMSIZ ULA...,1.289.000 TL,weekend2+1,texture105 m2,Ankara - Sincan - Mareşal Çakmak Mh.,layersBahçe katı
 SR EMLAK'TAN SİNCAN SELÇUKLU MAH'DE 6+1 275m² KATTA ÖN CEPHE ULA...,2.200.000 TL,weekend6+1,texture280 m2,Ankara - Sincan - Selçuklu Mh.,layersÇatı Dubleks
 DİKMEN KEKLİK PINARINDA SATILIK 5+1 GENİŞ TERASLI DUBLEX DAİRE,4.900.000 TL,weekend5+1,texture300 m2,Ankara - Çankaya - Keklik Pınarı Mh.,layersÇatı Dubleks
